Lettera;Codice Ateco 2007;Descrizione
J;59140;Attività di proiezione cinematografica
J;591400;Attività di proiezione cinematografica
J;592;ATTIVITÀ DI REGISTRAZIONE SONORA E DI EDITORIA MUSICALE
J;5920;Attività di registrazione sonora e di editoria musicale
J;59201;Edizione di registrazioni sonore
J;592010;Edizione di registrazioni sonore
J;59202;Edizione di musica stampata
J;592020;Edizione di musica stampata
J;59203;Studi di registrazione sonora
J;592030;Studi di registrazione sonora
J;60;ATTIVITÀ DI PROGRAMMAZIONE E TRASMISSIONE
J;601;TRASMISSIONI RADIOFONICHE
J;6010;Trasmissioni radiofoniche
J;60100;Trasmissioni radiofoniche
J;601000;Trasmissioni radiofoniche
J;602;ATTIVITÀ DI PROGRAMMAZIONE E TRASMISSIONI TELEVISIVE
J;6020;Attività di programmazione e trasmissioni televisive
J;60200;Programmazione e trasmissioni televisive
J;602000;Programmazione e trasmissioni televisive
J;61;TELECOMUNICAZIONI
J;611;TELECOMUNICAZIONI FISSE
J;6110;Telecomunicazioni fisse
J;61100;Telecomunicazioni fisse
J;611000;Telecomunicazioni fisse
J;612;TELECOMUNICAZIONI MOBILI
J;6120;Telecomunicazioni mobili
J;61200;Telecomunicazioni mobili
J;612000;Telecomunicazioni mobili
J;613;TELECOMUNICAZIONI SATELLITARI
J;6130;Telecomunicazioni satellitari
J;61300;Telecomunicazioni satellitari
J;613000;Telecomunicazioni satellitari
J;619;ALTRE ATTIVITÀ DI TELECOMUNICAZIONE
J;6190;Altre attività di telecomunicazione
J;61901;Erogazione di servizi di accesso ad internet (ISP)
J;619010;Erogazione di servizi di accesso ad internet (ISP)
J;61902;Posto telefonico pubblico ed Internet Point
J;619020;Posto telefonico pubblico ed Internet Point
J;61909;Altre attività connesse alle telecomunicazioni
J;619091;Intermediazione in servizi di telecomunicazione e trasmissione dati
J;619099;Altre attività connesse alle telecomunicazioni nca
J;62;PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITÀ CONNESSE
J;620;PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITÀ CONNESSE
J;6201;Produzione di software non connesso all'edizione
J;62010;Produzione di software non connesso all'edizione
J;620100;Produzione di software non connesso all'edizione
J;6202;Consulenza nel settore delle tecnologie dell'informatica
J;62020;Consulenza nel settore delle tecnologie dell'informatica
J;620200;Consulenza nel settore delle tecnologie dell'informatica
J;6203;Gestione di strutture informatizzate
J;62030;Gestione di strutture e apparecchiature informatiche hardware - housing (esclusa la riparazione)
J;620300;Gestione di strutture e apparecchiature informatiche hardware - housing (esclusa la riparazione)
J;6209;Altre attività dei servizi connessi alle tecnologie dell'informatica
J;62090;Altre attività dei servizi connessi alle tecnologie dell'informatica
J;620901;Configurazione di personal computer
J;620909;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
J;63;ATTIVITÀ DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMATICI
J;631;"ELABORAZIONE DEI DATI, HOSTING E ATTIVITÀ CONNESSE; PORTALI WEB"
J;6311;Elaborazione dei dati, hosting e attività connesse
J;63111;Elaborazione dati
J;631111;Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf)
J;631119;Altre elaborazioni elettroniche di dati
J;63112;Gestione database (attività delle banche dati)
J;631120;Gestione database (attività delle banche dati)
J;63113;Hosting e fornitura di servizi applicativi (ASP)
J;631130;Hosting e fornitura di servizi applicativi (ASP)
J;6312;Portali web
J;63120;Portali web
J;631200;Portali web
J;639;ALTRE ATTIVITÀ DEI SERVIZI D'INFORMAZIONE
J;6391;Attività delle agenzie di stampa
J;63910;Attività delle agenzie di stampa
J;639100;Attività delle agenzie di stampa
J;6399;Altre attività dei servizi di informazione nca
J;63990;Altre attività dei servizi di informazione nca
J;639900;Altre attività dei servizi di informazione nca
K;K;ATTIVITÀ FINANZIARIE E ASSICURATIVE
K;64;ATTIVITÀ DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE)
K;641;INTERMEDIAZIONE MONETARIA
K;6411;Attività delle banche centrali
K;64110;Attività della Banca Centrale
K;641100;Attività della Banca Centrale
K;6419;Altre intermediazioni monetarie
K;64191;Intermediazione monetaria di istituti monetari diverse dalle Banche centrali
K;641910;Intermediazione monetaria di istituti monetari diverse dalle Banche centrali
K;64192;Fondi comuni di investimento monetario
K;641920;Fondi comuni di investimento monetario
K;64193;Istituti di moneta elettronica (Imel)
K;641930;Istituti di moneta elettronica (Imel)
K;64194;Cassa Depositi e Prestiti
K;641940;Cassa Depositi e Prestiti
K;642;ATTIVITÀ DELLE SOCIETÀ DI PARTECIPAZIONE (HOLDING)
K;6420;Attività delle società di partecipazione (holding)
K;64200;Attività delle società di partecipazione (holding)
K;642000;Attività delle società di partecipazione (holding)
K;643;SOCIETÀ FIDUCIARIE, FONDI E ALTRE SOCIETÀ SIMILI
K;6430;Società fiduciarie, fondi e altre società simili
K;64301;Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)
K;643010;Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)
K;64302;Sicav (Società di investimento a capitale variabile)
K;643020;Sicav (Società di investimento a capitale variabile)
K;649;ALTRE ATTIVITÀ DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE)
K;6491;Leasing finanziario
K;64910;Leasing finanziario
K;649100;Leasing finanziario
K;6492;Altre attività creditizie
K;64920;Altre attività creditizie
K;649201;Attività dei consorzi di garanzia collettiva fidi
K;649209;Altre attività creditizie nca
K;6499;Altre attività di servizi finanziari nca (escluse le assicurazioni e i fondi pensione)
K;64991;Attività di intermediazione mobiliare
K;649910;Attività di intermediazione mobiliare
K;64992;Attività di factoring
K;649920;Attività di factoring
K;64993;Attività di merchant bank
K;649930;Attività di merchant bank
K;64994;Attività delle società veicolo
K;649940;Attività delle società veicolo
K;64995;Attività di intermediazione in cambi
K;649950;Attività di intermediazione in cambi
K;64996;Altre intermediazioni finanziarie nca
K;649960;Altre intermediazioni finanziarie nca
K;65;ASSICURAZIONI, RIASSICURAZIONI E FONDI PENSIONE (ESCLUSE LE ASSICURAZIONI SOCIALI OBBLIGATORIE)
K;651;ASSICURAZIONI
K;6511;Assicurazioni sulla vita
K;65110;Assicurazioni sulla vita
K;651100;Assicurazioni sulla vita
K;6512;Assicurazioni diverse da quelle sulla vita
K;65120;Assicurazioni diverse da quelle sulla vita
K;651200;Assicurazioni diverse da quelle sulla vita
K;652;RIASSICURAZIONI
K;6520;Riassicurazioni
K;65200;Attività di riassicurazione
K;652000;Attività di riassicurazione
K;653;FONDI PENSIONE
K;6530;Fondi pensione 
K;65301;Attività dei fondi pensione aperti
K;653010;Attività dei fondi pensione aperti
K;65302;Attività dei fondi pensione negoziali
K;653020;Attività dei fondi pensione negoziali
K;65303;Attività dei fondi pensione preesistenti
K;653030;Attività dei fondi pensione preesistenti
K;66;ATTIVITÀ AUSILIARIE DEI SERVIZI FINANZIARI E DELLE ATTIVITÀ ASSICURATIVE
K;661;ATTIVITÀ AUSILIARIE DEI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE)
K;6611;Amministrazione di mercati finanziari
K;66110;Amministrazione di mercati finanziari
K;661100;Amministrazione di mercati finanziari
K;6612;Attività di negoziazione di contratti relativi a titoli e merci
K;66120;Attività di negoziazione di contratti relativi a titoli e merci
K;661200;Attività di negoziazione di contratti relativi a titoli e merci
K;6619;Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione)
K;66191;Attività di gestione ed elaborazione di pagamenti tramite carta di credito
K;661910;Attività di gestione ed elaborazione di pagamenti tramite carta di credito
K;66192;Attività di consulenti finanziari abilitati all'offerta fuori sede e mediatori finanziari
K;661921;Attività di consulenti finanziari abilitati all'offerta fuori sede
K;661922;Attività di agenti, mediatori e procacciatori in prodotti finanziari 
K;66193;Attività delle società fiduciarie di amministrazione
K;661930;Attività delle società fiduciarie di amministrazione
K;66194;Attività di Bancoposta
K;661940;Attività di Bancoposta
K;66195;Servizi di trasferimento di denaro (money transfer)
K;661950;Servizi di trasferimento di denaro (money transfer)
K;662;ATTIVITÀ AUSILIARIE DELLE ASSICURAZIONI E DEI FONDI PENSIONE
K;6621;Valutazione dei rischi e dei danni
K;66210;Attività dei periti e liquidatori indipendenti delle assicurazioni
K;662100;Attività dei periti e liquidatori indipendenti delle assicurazioni
K;6622;Attività di agenti e mediatori di assicurazioni
K;66220;Attività degli agenti e broker delle assicurazioni
K;662201;Broker di assicurazioni
K;662202;Agenti di assicurazioni
K;662203;Sub-agenti di assicurazioni
K;662204;Produttori, procacciatori ed altri intermediari delle assicurazioni
K;6629;Altre attività ausiliarie delle assicurazioni e dei fondi pensione
K;66290;Altre attività ausiliarie delle assicurazioni e dei fondi pensione
K;662901;Autorità centrali di vigilanza su assicurazioni e fondi pensione
K;662909;Altre attività ausiliarie delle assicurazioni e dei fondi pensione nca
K;663;ATTIVITÀ DI GESTIONE DEI FONDI
K;6630;Attività di gestione dei fondi
K;66300;Gestione di fondi comuni di investimento e dei fondi pensione
K;663000;Gestione di fondi comuni di investimento e dei fondi pensione
L;L;ATTIVITA' IMMOBILIARI
L;68;ATTIVITÀ IMMOBILIARI
L;681;COMPRAVENDITA DI BENI IMMOBILI EFFETTUATA SU BENI PROPRI
L;6810;Compravendita di beni immobili effettuata su beni propri
L;68100;Compravendita di beni immobili effettuata su beni propri
L;681000;Compravendita di beni immobili effettuata su beni propri
L;682;AFFITTO E GESTIONE DI IMMOBILI DI PROPRIETÀ O IN LEASING 
L;6820;Affitto e gestione di immobili di proprietà o in leasing
L;68200;Affitto e gestione di immobili di proprietà o in leasing
L;682001;Locazione immobiliare di beni propri o in leasing (affitto)
L;682002;Affitto di aziende
L;683;ATTIVITÀ IMMOBILIARI PER CONTO TERZI
L;6831;Attività di mediazione immobiliare
L;68310;Attività di mediazione immobiliare
L;683100;Attività di mediazione immobiliare
L;6832;Gestione di immobili per conto terzi
L;68320;Amministrazione di condomini e gestione di beni immobili per conto terzi
L;683200;Amministrazione di condomini e gestione di beni immobili per conto terzi
M;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE
M;69;ATTIVITÀ LEGALI E CONTABILITÀ
M;691;ATTIVITÀ DEGLI STUDI LEGALI
M;6910;Attività degli studi legali e notarili
M;69101;Attività degli studi legali
M;691010;Attività degli studi legali
M;69102;Attività degli studi notarili
M;691020;Attività degli studi notarili
M;692;CONTABILITÀ, CONTROLLO E REVISIONE CONTABILE, CONSULENZA IN MATERIA FISCALE E DEL LAVORO
M;6920;Contabilità, controllo e revisione contabile, consulenza in materia fiscale e del lavoro
M;69201;Attività degli studi commerciali, tributari e revisione contabile
M;692011;Servizi forniti da commercialisti
M;692012;Servizi forniti dagli esperti contabili
M;692013;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi
M;692014;Attività svolta dai Centri di assistenza fiscale (Caf)
M;692015;Gestione ed amministrazione del personale per conto terzi
M;69202;Attività delle società di revisione e certificazione di bilanci
M;692020;Attività delle società di revisione e certificazione di bilanci
M;69203;Attività dei consulenti del lavoro
M;692030;Attività dei consulenti del lavoro
M;70;ATTIVITÀ DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE 
M;701;ATTIVITÀ DI DIREZIONE AZIENDALE
M;7010;Attività delle holding impegnate nelle attività gestionali (holding operative)
M;70100;Attività delle holding impegnate nelle attività gestionali (holding operative)
M;701000;Attività delle holding impegnate nelle attività gestionali (holding operative)
M;702;ATTIVITÀ DI CONSULENZA GESTIONALE
M;7021;Pubbliche relazioni e comunicazione
M;70210;Pubbliche relazioni e comunicazione
M;702100;Pubbliche relazioni e comunicazione
M;7022;Consulenza imprenditoriale e altra consulenza amministrativo-gestionale
M;70220;Consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale
M;702201;Attività di consulenza per la gestione della logistica aziendale
M;702209;Altre attività di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale
M;71;"ATTIVITÀ DEGLI STUDI DI ARCHITETTURA E D'INGEGNERIA; COLLAUDI ED ANALISI TECNICHE"
M;711;ATTIVITÀ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI
M;7111;Attività degli studi di architettura
M;71110;Attività degli studi di architettura
M;711100;Attività degli studi di architettura
M;7112;Attività degli studi d'ingegneria ed altri studi tecnici
M;71121;Attività degli studi di ingegneria
M;711210;Attività degli studi di ingegneria
M;71122;Servizi di progettazione di ingegneria integrata
M;711220;Servizi di progettazione di ingegneria integrata
M;71123;Attività tecniche svolte da geometri
M;711230;Attività tecniche svolte da geometri
M;71124;Attività di cartografia e aerofotogrammetria
M;711240;Attività di cartografia e aerofotogrammetria
M;71125;Attività di studio geologico e di prospezione geognostica e mineraria
M;711250;Attività di studio geologico e di prospezione geognostica e mineraria
M;712;COLLAUDI ED ANALISI TECNICHE
M;7120;Collaudi ed analisi tecniche
M;71201;Collaudi ed analisi tecniche di prodotti
M;712010;Collaudi e analisi tecniche di prodotti
M;71202;Controllo di qualità e certificazione di prodotti, processi e sistemi
M;712021;Controllo di qualità e certificazione di prodotti, processi e sistemi
M;712022;Attività per la tutela di beni di produzione controllata
M;712023;Revisione periodica a norma di legge dell’idoneità alla circolazione degli autoveicoli e motoveicoli
M;72;RICERCA SCIENTIFICA E SVILUPPO
M;721;RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE NATURALI E DELL'INGEGNERIA
M;7211;Ricerca e sviluppo sperimentale nel campo delle biotecnologie
M;72110;Ricerca e sviluppo sperimentale nel campo delle biotecnologie
M;721100;Ricerca e sviluppo sperimentale nel campo delle biotecnologie
M;7219;Altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria
M;72190;Altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria
M;721901;Ricerca e sviluppo sperimentale nel campo della geologia
M;721909;Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria
M;722;RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE SOCIALI E UMANISTICHE
M;7220;Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche
M;72200;Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche
M;722000;Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche
M;73;PUBBLICITÀ E RICERCHE DI MERCATO
M;731;PUBBLICITÀ
M;7311;Agenzie pubblicitarie
M;73110;Agenzie pubblicitarie
M;731101;Ideazione di campagne pubblicitarie
M;731102;Conduzione di campagne di marketing e altri servizi pubblicitari
M;7312;Attività delle concessionarie e degli altri intermediari di servizi pubblicitari
M;73120;Attività delle concessionarie e degli altri intermediari di servizi pubblicitari
M;731200;Attività delle concessionarie e degli altri intermediari di servizi pubblicitari
M;732;RICERCHE DI MERCATO E SONDAGGI DI OPINIONE
M;7320;Ricerche di mercato e sondaggi di opinione
M;73200;Ricerche di mercato e sondaggi di opinione
M;732000;Ricerche di mercato e sondaggi di opinione
M;74;ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE
M;741;ATTIVITÀ DI DESIGN SPECIALIZZATE
M;7410;Attività di design specializzate
M;74101;Attività di design di moda e design industriale
M;741010;Attività di design di moda e design industriale
M;74102;Attività dei disegnatori grafici
M;741021;Attività dei disegnatori grafici di pagine web
M;741029;Altre attività dei disegnatori grafici
M;74103;Attività dei disegnatori tecnici
M;741030;Attività dei disegnatori tecnici
M;74109;Altre attività di design
M;741090;Altre attività di design
M;742;ATTIVITÀ FOTOGRAFICHE
M;7420;Attività fotografiche
M;74201;Attività di riprese fotografiche
M;742011;Attività di fotoreporter
M;742012;Attività di riprese aeree nel campo della fotografia
M;742019;Altre attività di riprese fotografiche
M;74202;Laboratori fotografici per lo sviluppo e la stampa
M;742020;Laboratori fotografici per lo sviluppo e la stampa
M;743;TRADUZIONE E INTERPRETARIATO
M;7430;Traduzione e interpretariato
M;74300;Traduzione e interpretariato
M;743000;Traduzione e interpretariato
M;749;ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE NCA
M;7490;Altre attività professionali, scientifiche e tecniche nca
M;74901;Consulenza agraria
M;749011;Consulenza agraria fornita da agronomi
M;749012;Consulenza agraria fornita da agrotecnici
M;749013;Consulenza agraria fornita da periti agrari
M;749014;Consulenza agraria fornita da altri economisti specializzati in agricoltura
M;74902;Consulenza in materia di sicurezza
M;749021;Consulenza sulla sicurezza ed igiene dei posti di lavoro
M;749029;Altra attività di consulenza in materia di sicurezza
M;74903;Consulenza ambientale e di risparmio energetico
M;749031;"Attività di consulenza in materia di prevenzione e riduzione dell’inquinamento di aria, acqua e suolo; consulenza in materia di gestione dei rifiuti"
M;749032;Attività di consulenza in materia di gestione delle risorse energetiche, energie rinnovabili e efficienza energetica
M;749033;Attività di consulenza in materia di gestione delle risorse idriche, minerali e altre risorse naturali usate per finalità diverse da quella energetica
M;74909;Altre attività di assistenza e consulenza professionale, scientifica e tecnica nca
M;749091;Attività tecniche svolte da periti industriali
M;749092;Attività riguardanti le previsioni meteorologiche
M;749093;Altre attività di consulenza tecnica nca
M;749094;Agenzie ed agenti o procuratori per lo spettacolo e lo sport
M;749099;Altre attività professionali nca
M;75;SERVIZI VETERINARI
M;750;SERVIZI VETERINARI
M;7500;Servizi veterinari
M;75000;Servizi veterinari
M;750000;Servizi veterinari
N;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE
N;77;ATTIVITÀ DI NOLEGGIO E LEASING OPERATIVO
N;771;NOLEGGIO DI AUTOVEICOLI
N;7711;Noleggio di autovetture ed autoveicoli leggeri
N;77110;Noleggio di autovetture ed autoveicoli leggeri
N;771100;Noleggio di autovetture ed autoveicoli leggeri
N;7712;Noleggio di autocarri e di altri veicoli pesanti
N;77120;Noleggio di autocarri e di altri veicoli pesanti
N;771200;Noleggio di autocarri e di altri veicoli pesanti
N;772;NOLEGGIO DI BENI PER USO PERSONALE E PER LA CASA
N;7721;Noleggio di attrezzature sportive e ricreative
N;77210;Noleggio di attrezzature sportive e ricreative
N;772101;Noleggio di biciclette
N;772102;Noleggio senza equipaggio di imbarcazioni da diporto (inclusi i pedalò)
N;772109;Noleggio di altre attrezzature sportive e ricreative
N;7722;Noleggio di videocassette e dischi
N;77220;Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame
N;772200;Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame
N;7729;Noleggio di altri beni per uso personale e domestico (escluse le attrezzature sportive e ricreative)
N;77291;Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario
N;772910;Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario
N;77299;Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative)
N;772990;Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative)
N;773;NOLEGGIO DI ALTRE MACCHINE, ATTREZZATURE E BENI MATERIALI
N;7731;Noleggio di macchine e attrezzature agricole
N;77310;Noleggio di macchine e attrezzature agricole
N;773100;Noleggio di macchine e attrezzature agricole
N;7732;Noleggio di macchine e attrezzature per lavori edili e di genio civile
N;77320;Noleggio di macchine e attrezzature per lavori edili e di genio civile
N;773200;Noleggio di macchine e attrezzature per lavori edili e di genio civile
N;7733;Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
N;77330;Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
N;773300;Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
N;7734;Noleggio di mezzi di trasporto marittimo e fluviale 
N;77340;Noleggio di mezzi di trasporto marittimo e fluviale
N;773400;Noleggio di mezzi di trasporto marittimo e fluviale
N;7735;Noleggio di mezzi di trasporto aereo
N;77350;Noleggio di mezzi di trasporto aereo
N;773500;Noleggio di mezzi di trasporto aereo
N;7739;Noleggio di altre macchine, attrezzature e beni materiali nca
N;77391;Noleggio di altri mezzi di trasporto terrestri
N;773910;Noleggio di altri mezzi di trasporto terrestri
N;77399;Noleggio di altre macchine e attrezzature
N;773991;Noleggio di container adibiti ad alloggi o ad uffici
N;773992;Noleggio di container per diverse modalità di trasporto
N;773993;Noleggio senza operatore di attrezzature di sollevamento e movimentazione merci: carrelli elevatori, pallet eccetera
N;773994;Noleggio di strutture ed attrezzature per manifestazioni e spettacoli: impianti luce ed audio senza operatore, palchi, stand ed addobbi luminosi
N;773999;Noleggio senza operatore di altre macchine ed attrezzature nca
N;774;CONCESSIONE DEI DIRITTI DI SFRUTTAMENTO DI PROPRIETÀ INTELLETTUALE E PRODOTTI SIMILI (ESCLUSE LE OPERE PROTETTE DAL COPYRIGHT)
N;7740;Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
N;77400;Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
N;774000;Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
N;78;ATTIVITÀ DI RICERCA, SELEZIONE, FORNITURA DI PERSONALE 
N;781;ATTIVITÀ DI AGENZIE DI COLLOCAMENTO
N;7810;Attività di agenzie di collocamento
N;78100;Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale
N;781000;Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale
N;782;ATTIVITÀ DELLE AGENZIE DI LAVORO TEMPORANEO (INTERINALE)
N;7820;Attività delle agenzie di lavoro temporaneo (interinale)
N;78200;Attività delle agenzie di fornitura di lavoro temporaneo (interinale)
N;782000;Attività delle agenzie di fornitura di lavoro temporaneo (interinale)
N;783;ALTRE ATTIVITÀ DI FORNITURA E GESTIONE DI RISORSE UMANE
N;7830;Altre attività di fornitura e gestione di risorse umane
N;78300;Altre attività di fornitura e gestione di risorse umane (staff leasing)
N;783000;Altre attività di fornitura e gestione di risorse umane (staff leasing)
N;79;ATTIVITÀ DEI SERVIZI DELLE AGENZIE DI VIAGGIO, DEI TOUR OPERATOR E SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE
N;791;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR
N;7911;Attività delle agenzie di viaggio
N;79110;Attività delle agenzie di viaggio
N;791100;Attività delle agenzie di viaggio
N;7912;Attività dei tour operator
N;79120;Attività dei tour operator
N;791200;Attività dei tour operator
N;799;ALTRI SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE
N;7990;Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio
N;79901;Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio
N;799011;Servizi di biglietteria per eventi teatrali, sportivi ed altri eventi ricreativi e d'intrattenimento
N;799019;Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio nca
N;79902;Attività delle guide e degli accompagnatori turistici
N;799020;Attività delle guide e degli accompagnatori turistici
N;80;SERVIZI DI VIGILANZA E INVESTIGAZIONE
N;801;SERVIZI DI VIGILANZA PRIVATA
N;8010;Servizi di vigilanza privata
N;80100;Servizi di vigilanza privata
N;801000;Servizi di vigilanza privata
N;802;SERVIZI CONNESSI AI SISTEMI DI VIGILANZA
N;8020;Servizi connessi ai sistemi di vigilanza
N;80200;Servizi connessi ai sistemi di vigilanza
N;802000;Servizi connessi ai sistemi di vigilanza
N;803;SERVIZI INVESTIGATIVI PRIVATI
N;8030;Servizi investigativi privati
N;80300;Servizi di investigazione privata
N;803000;Servizi di investigazione privata
N;81;ATTIVITÀ DI SERVIZI PER EDIFICI E PAESAGGIO
N;811;SERVIZI INTEGRATI DI GESTIONE AGLI EDIFICI
N;8110;Servizi integrati di gestione agli edifici
N;81100;Servizi integrati di gestione agli edifici
N;811000;Servizi integrati di gestione agli edifici
N;812;ATTIVITÀ DI PULIZIA E DISINFESTAZIONE
N;8121;Pulizia generale (non specializzata) di edifici
N;81210;Pulizia generale (non specializzata) di edifici
N;812100;Pulizia generale (non specializzata) di edifici
N;8122;Attività di pulizia specializzata di edifici e di impianti e macchinari industriali
N;81220;Attività di pulizia specializzata di edifici e di impianti e macchinari industriali
N;812201;Attività di sterilizzazione di attrezzature medico sanitarie
N;812202;Altre attività di pulizia specializzata di edifici e di impianti e macchinari industriali
N;8129;Altre attività di pulizia
N;81291;Servizi di disinfestazione
N;812910;Servizi di disinfestazione
N;81299;Attività di pulizia nca
N;812991;Pulizia e lavaggio di aree pubbliche, rimozione di neve e ghiaccio
N;812999;Altre attività di pulizia nca
N;813;CURA E MANUTENZIONE DEL PAESAGGIO
N;8130;Cura e manutenzione del paesaggio
N;81300;Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)
N;813000;Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)
N;82;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE
N;821;ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO
N;8211;Servizi integrati di supporto per le funzioni d'ufficio
N;82110;"Servizi integrati di supporto per le funzioni d'ufficio; uffici-residence"
N;821101;Servizi integrati di supporto per le funzioni d'ufficio
N;821102;Gestione di uffici temporanei, uffici residence
N;8219;Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio
N;82190;Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio
N;821901;Spedizione di materiale propagandistico, compilazione e gestione di indirizzi
N;821909;Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio
N;822;ATTIVITÀ DEI CALL CENTER
N;8220;Attività dei call center
N;82200;Attività dei call center
N;822000;Attività dei call center
N;823;ORGANIZZAZIONE DI CONVEGNI E FIERE
N;8230;Organizzazione di convegni e fiere
N;82300;Organizzazione di convegni e fiere
N;823000;Organizzazione di convegni e fiere
N;829;SERVIZI DI SUPPORTO ALLE IMPRESE NCA
N;8291;"Attività di agenzie di recupero crediti; agenzie di informazioni commerciali"
N;82911;Attività di agenzie di recupero crediti
N;829110;Attività di agenzie di recupero crediti
N;82912;Agenzie di informazioni commerciali
N;829120;Agenzie di informazioni commerciali
N;8292;Attività di imballaggio e confezionamento per conto terzi
N;82921;Imballaggio e confezionamento di generi alimentari
N;829210;Imballaggio e confezionamento di generi alimentari
N;82922;Imballaggio e confezionamento di generi non alimentari
N;829220;Imballaggio e confezionamento di generi non alimentari
N;8299;Altri servizi di supporto alle imprese nca
N;82991;Imprese di gestione esattoriale
N;829910;Imprese di gestione esattoriale
N;82992;Agenzie di distribuzione di libri, giornali e riviste
N;829920;Agenzie di distribuzione di libri, giornali e riviste
N;82993;Servizi di gestione di pubblici mercati e pese pubbliche
N;829930;Servizi di gestione di pubblici mercati e pese pubbliche
N;82994;Richiesta certificati e disbrigo pratiche
N;829940;Richiesta certificati e disbrigo pratiche
N;82999;Altri servizi di sostegno alle imprese
N;829991;Servizi di stenotipia
N;829999;Altri servizi di sostegno alle imprese nca
O;O;"AMMINISTRAZIONE PUBBLICA E DIFESA; ASSICURAZIONE SOCIALE OBBLIGATORIA"
O;84;"AMMINISTRAZIONE PUBBLICA E DIFESA; ASSICURAZIONE SOCIALE OBBLIGATORIA"
O;841;AMMINISTRAZIONE PUBBLICA: AMMINISTRAZIONE GENERALE, ECONOMICA E SOCIALE
O;8411;Attività generali di amministrazione pubblica
